id,species,trait,parameter,mqtl_name,chromosome,position_interval,associated_markers,pve,candidate_gene,reference,doi,source_file
M02617,Triticum aestivum,Heat stress tolerence,"Mixograph height curve at 8 min, Mixograph peak time, HSI single kernel weight, leaf waxiness, Grain weight per spike, thousand-grain weight, grain number m?2",MQTL2A.3,2A,87.77 - 89.79,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02618,Triticum aestivum,Heat stress tolerence,"Mixograph peak height, Falling number, Yield, Yield, Chlorophyll content, Stay green, Canopy temperature, Yield, HSI_Single kernel weight main spike, Biomass, Heat susceptibility index, Yield, Spike density, Canopy temperature depression",MQTL3B.2,3B,84.855 - 86.305,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02619,Triticum aestivum,Heat stress tolerence,"Mixograph peak height, Mixograph height curve at 8 min",MQTL1A.1,1A,33.425 - 59.175,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02620,Triticum aestivum,Heat stress tolerence,"Mixograph peak time, Flour moisture",MQTL5D.2,5D,75.97 - 101.99,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02621,Triticum aestivum,Heat stress tolerence,"normalized difference vegetation index at vegetative, canopy temperature at grain-filling stage",MQTL5D.3,5D,110.25 - 118.89,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02622,Triticum aestivum,Heat stress tolerence,"normalized difference vegetation index at vegetative, Mixograph peak time",MQTL3D.2,3D,140.19 - 145.01,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02623,Triticum aestivum,Heat stress tolerence,"plant height, bread break shard",MQTL6A.3,6A,537.68 - 539.62,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02624,Triticum aestivum,Heat stress tolerence,"Plant height, HSI_Single kernel weight main spike, Days to maturity",MQTL7A.5,7A,115.29 - 116.27,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02625,Triticum aestivum,Heat stress tolerence,"plant height, Yield, Yield",MQTL4D.3,4D,58.935 - 62.765,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02626,Triticum aestivum,Heat stress tolerence,"Productive tiller, Yield",MQTL6B.4,6B,195.735 - 199.705,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02627,Triticum aestivum,Heat stress tolerence,"Proline content, Yield, Grain yield",MQTL7A.2,7A,97.775 - 98.265,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02628,Triticum aestivum,Heat stress tolerence,"Spike density, Fo initial fuorescence, Days to Heading, Yield, Kernel hardness, Kernel weight per spike, Kernel number per spike, Days to maturity",MQTL7D.4,7D,312.83 - 318.21,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02629,Triticum aestivum,Heat stress tolerence,"Spikes per plant, Plant height",MQTL4D.4,4D,72.6 - 75.02,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02630,Triticum aestivum,Heat stress tolerence,"Stay green, thousand-grain weight",MQTL1A.2,1A,82.925 - 91.555,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02631,Triticum aestivum,Heat stress tolerence,"stress susceptibility index, Farinograph dough development time, Spike density, Kernel hardness, Days to maturity, Days to Heading, Harvest indext, HSI kernel number",MQTL5B.4,5B,234.74 - 241.08,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02632,Triticum aestivum,Heat stress tolerence,"stress susceptibility index, Flour moisture, Fo initial fuorescence",MQTL1B.1,1B,33.195 - 42.065,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02633,Triticum aestivum,Heat stress tolerence,"Temperature depression of flag leaf, Yield, Cytoplasmic membrane stability, Yield, Yield, HSI kernel weight, Yield",MQTL3B.3,3B,106.94 - 110.48,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02634,Triticum aestivum,Heat stress tolerence,"Test weight, Mixograph peak time",MQTL7D.1,7D,44.49 - 71.17,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02635,Triticum aestivum,Heat stress tolerence,"Thousand grain weight, Spikes per plant",MQTL4A.1,4A,631.615 - 634.665,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02636,Triticum aestivum,Heat stress tolerence,"thousand-kernel weight, Yield, Yield",MQTL4B.5,4B,146.135 - 149.685,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02637,Triticum aestivum,Heat stress tolerence,"vegetative period, Heat susceptibility, Stay green, Falling number, Mixograph height curve at 8 min, Mixograph peak time, Yield",MQTL7A.1,7A,94.495 - 96.165,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02638,Triticum aestivum,Heat stress tolerence,"Water soluble carbohydrates, Grain number per spike, HSI single kernel weight",MQTL4A.2,4A,648.425 - 649.115,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02639,Triticum aestivum,Heat stress tolerence,"Water soluble carbohydrates, Stay green, Mixograph height curve at 8 min, Heat susceptibility index for thousand grain weight, Days to maturity",MQTL7D.3,7D,286.44 - 287.6,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02640,Triticum aestivum,Heat stress tolerence,"Wet gluten content, Dry gluten content, Mixograph peak height",MQTL6B.5,6B,692.805 - 704.775,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02641,Triticum aestivum,Heat stress tolerence,"Yield, harvest index, days from anthesis to 95 % flag leaf senescence, shoot dry weight, grain-filling duration, days to maturity, HSI_Single kernel weight main spike, Yield, normalized difference vegetation index at grain-filling stage, days to heading, grain number m?2, grain yield m?2",MQTL7B.1,7B,79.845 - 80.515,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02642,Triticum aestivum,Heat stress tolerence,"Yield, HSI_Single kernel weight main spike, Proline content, Falling number, bread loaf weight, bread specific loaf volume, bread crust color, bread symmetry",MQTL5B.3,5B,216.885 - 217.475,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02643,Triticum aestivum,Heat stress tolerence,"Yield, Kernel hardness, Canopy temperature depression",MQTL5D.5,5D,331.09 - 337.21,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02644,Triticum aestivum,Heat stress tolerence,"Yield, Stay green, HSI single kernel weight, Grain number per spike, Heat susceptibility, Fo initial fuorescence, Flag leaf width, Chlorophyll content, HSI kernel weight, Flag leaf temperature depression at 4DPA, Mixograph peak time, Mixograph height curve at 8 min, HSI kernel number, vegetative period, HIS for Grain filling duration, Yield, Heat susceptibility index for thousand grain weight, Grain filling duration",MQTL2B.2,2B,119.565 - 125.935,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02645,Triticum aestivum,Heat stress tolerence,"Yield, Temperature depression of main spike, HSI_Kernel weight of main spike, Temperature depression of flag leaf, Temperature depression of main spike, Water soluble carbohydrates, plant height, HSI_Kernel weight of main spike, HSI kernel weight, Plant height",MQTL5A.3,5A,380.035 - 380.365,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02646,Triticum aestivum,Heat stress tolerence,"Yield, Yield, bread specifc loaf volume, Heat susceptibility index, Yield, bread crust color, bread symmetry, bread break shard",MQTL3D.1,3D,67.7 - 74.3,,,,"Kumar, S., Singh, V. P., Saini, D. K., Sharma, H., Saripalli, G., Kumar, S., ... & Gupta, P. K. (2021). Meta-QTLs, ortho-MQTLs, and candidate genes for thermotolerance in wheat (Triticum aestivum L.). Molecular Breeding, 41(11), 69.",https://doi.org/10.1007/s11032-021-01264-7,MQTL_all traitsV3.0_final
M02647,Triticum aestivum,Drought and heat stress tolerance,Drought and heat stress tolerance,MQTL1A.1,1A,179.585-183.815,,,,"Liu, H., Mullan, D., Zhang, C., Zhao, S., Li, X., Zhang, A., ... & Yan, G. (2020). Major genomic regions responsible for wheat yield and its components as revealed by meta-QTL and genotype–phenotype association analyses. Planta, 252(4), 65.",https://pubmed.ncbi.nlm.nih.gov/32970252/,MQTL_all traitsV3.0_final
M02648,Triticum aestivum,Drought and heat stress tolerance,Drought and heat stress tolerance,MQTL1B.1,1B,263.3-264.5,,,,"Liu, H., Mullan, D., Zhang, C., Zhao, S., Li, X., Zhang, A., ... & Yan, G. (2020). Major genomic regions responsible for wheat yield and its components as revealed by meta-QTL and genotype–phenotype association analyses. Planta, 252(4), 65.",https://pubmed.ncbi.nlm.nih.gov/32970252/,MQTL_all traitsV3.0_final
M02649,Triticum aestivum,Drought and heat stress tolerance,Drought and heat stress tolerance,MQTL1B.2,1B,282.24-282.42,,,,"Liu, H., Mullan, D., Zhang, C., Zhao, S., Li, X., Zhang, A., ... & Yan, G. (2020). Major genomic regions responsible for wheat yield and its components as revealed by meta-QTL and genotype–phenotype association analyses. Planta, 252(4), 65.",https://pubmed.ncbi.nlm.nih.gov/32970252/,MQTL_all traitsV3.0_final
M02650,Triticum aestivum,Drought and heat stress tolerance,Drought and heat stress tolerance,MQTL1B.3,1B,300.65-333.95,,,,"Liu, H., Mullan, D., Zhang, C., Zhao, S., Li, X., Zhang, A., ... & Yan, G. (2020). Major genomic regions responsible for wheat yield and its components as revealed by meta-QTL and genotype–phenotype association analyses. Planta, 252(4), 65.",https://pubmed.ncbi.nlm.nih.gov/32970252/,MQTL_all traitsV3.0_final
M02651,Triticum aestivum,Drought and heat stress tolerance,Drought and heat stress tolerance,MQTL1B.4,1B,342.75-347.85,,,,"Liu, H., Mullan, D., Zhang, C., Zhao, S., Li, X., Zhang, A., ... & Yan, G. (2020). Major genomic regions responsible for wheat yield and its components as revealed by meta-QTL and genotype–phenotype association analyses. Planta, 252(4), 65.",https://pubmed.ncbi.nlm.nih.gov/32970252/,MQTL_all traitsV3.0_final
M02652,Triticum aestivum,Drought and heat stress tolerance,Drought and heat stress tolerance,MQTL1B.5,1B,358.45-358.75,,,,"Liu, H., Mullan, D., Zhang, C., Zhao, S., Li, X., Zhang, A., ... & Yan, G. (2020). Major genomic regions responsible for wheat yield and its components as revealed by meta-QTL and genotype–phenotype association analyses. Planta, 252(4), 65.",https://pubmed.ncbi.nlm.nih.gov/32970252/,MQTL_all traitsV3.0_final
M02653,Triticum aestivum,Drought and heat stress tolerance,Drought and heat stress tolerance,MQTL1B.6,1B,361-362.8,,,,"Liu, H., Mullan, D., Zhang, C., Zhao, S., Li, X., Zhang, A., ... & Yan, G. (2020). Major genomic regions responsible for wheat yield and its components as revealed by meta-QTL and genotype–phenotype association analyses. Planta, 252(4), 65.",https://pubmed.ncbi.nlm.nih.gov/32970252/,MQTL_all traitsV3.0_final
M02654,Triticum aestivum,Drought and heat stress tolerance,Drought and heat stress tolerance,MQTL1B.7,1B,373.255-373.345,,,,"Liu, H., Mullan, D., Zhang, C., Zhao, S., Li, X., Zhang, A., ... & Yan, G. (2020). Major genomic regions responsible for wheat yield and its components as revealed by meta-QTL and genotype–phenotype association analyses. Planta, 252(4), 65.",https://pubmed.ncbi.nlm.nih.gov/32970252/,MQTL_all traitsV3.0_final
M02655,Triticum aestivum,Drought and heat stress tolerance,Drought and heat stress tolerance,MQTL1B.8,1B,390.985-391.075,,,,"Liu, H., Mullan, D., Zhang, C., Zhao, S., Li, X., Zhang, A., ... & Yan, G. (2020). Major genomic regions responsible for wheat yield and its components as revealed by meta-QTL and genotype–phenotype association analyses. Planta, 252(4), 65.",https://pubmed.ncbi.nlm.nih.gov/32970252/,MQTL_all traitsV3.0_final
