id,species,trait,parameter,cross,population,method,qtl1,chromosome1,position_interval1,markers1,qtl2,chromosome2,position_interval2,markers2,lod,pve,reference,doi,source_file
E01124,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.2A,2A,125,"chr2A_756611507, chr2A_758357153",Qhd.tamu.6B,6B,0,"chr6B_4600091, chr6B_3582984",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01125,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.4B,4B,0,"chr4B_1706532, chr4B_4187439",Qhd.tamu.5B,5B,70,"chr5B_669479604, chr5B_669588775",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01126,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.4B,4B,15,"chr4B_651996393, chr4B_652854434",Qhd.tamu.6A,6A,20,"chr6A_602914081, chr6A_609428285",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01127,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.1A,1A,0,"chr1A_11409042, chr1A_12172904",Qhd.tamu.7D,7D,15,"chr7D_13929700, chr7D_14194685",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01128,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.2A,2A,60,"chr2A_695422537, chr2A_699911890",Qhd.tamu.7A,7A,70,"chr7A_55923153, chr7A_55930688",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01129,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.3A,3A,25,"chr3A_18155861, chr3A_26833859",Qhd.tamu.5B,5B,40,"chr5B_599842195, chr5B_598297231",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01130,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.3A,3A,50,"chr3A_699533973, chr3A_723348071",Qhd.tamu.5B,5B,40,"chr5B_599842195, chr5B_598297231",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01131,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.3D,3D,50,"chr3D_528154650, chr3D_565812181",Qhd.tamu.4B,4B,50,"chr4B_665317866, chr4B_670758036",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01132,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.1A,1A,0,"chr1A_503450631, chr1A_504089876",Qhd.tamu.3B,3B,50,"chr3B_639149438, chr3B_701761644",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01133,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.2D,2D,45,"chr2D_44894266, chr2D_56646794",Qhd.tamu.6A,6A,85,"chr6A_76926356, chr6A_559342209",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01134,Triticum aestivum,Developmental traits,Heading date,,,,Qhd.tamu.5A,5A,80,"chr5A_456261322, chr5A_471688493",Qhd.tamu.5D,5D,0,"chr5D_547558575, chr5D_547603543",,,"Dogan et al., 2023",https://www.mdpi.com/2073-4395/13/3/689,Epistatic QTLs_v3.0
E01135,Triticum aestivum,Developmental traits,Days to heading,,,,,7A,0.55339,M10129,,7A,0.80967,M13836,,,"Malik et al., 2021",https://link.springer.com/article/10.1007/s11032-021-01240-1,Epistatic QTLs_v3.0
E01136,Triticum aestivum,Developmental traits,Days to heading,,,,,Un,,M5047,,Un,,M8735,,,"Malik et al., 2021",https://link.springer.com/article/10.1007/s11032-021-01240-1,Epistatic QTLs_v3.0
E01137,Triticum aestivum,Developmental traits,Days to heading,,,,,Un,,M14346,,Un,,M8735,,,"Malik et al., 2021",https://link.springer.com/article/10.1007/s11032-021-01240-1,Epistatic QTLs_v3.0
E01138,Triticum aestivum,Developmental traits,Days to heading,,,,,3A,2.3193752,M4210,,3A,,M8735,,,"Malik et al., 2021",https://link.springer.com/article/10.1007/s11032-021-01240-1,Epistatic QTLs_v3.0
E01139,Triticum aestivum,Developmental traits,Days to heading,,,,,Un,,M9526,,Un,,M15840,,,"Malik et al., 2021",https://link.springer.com/article/10.1007/s11032-021-01240-1,Epistatic QTLs_v3.0
E01140,Triticum aestivum,Developmental traits,Days to heading,,,,,Un,,M15756,,Un,,M5966,,,"Malik et al., 2021",https://link.springer.com/article/10.1007/s11032-021-01240-1,Epistatic QTLs_v3.0
E01141,Triticum aestivum,Developmental traits,Days to anthesis,,,,,7B,0.80967,M13836,,7B,0.55339,M10129,,,"Malik et al., 2021",https://link.springer.com/article/10.1007/s11032-021-01240-1,Epistatic QTLs_v3.0
E01142,Triticum aestivum,Developmental traits,Days to anthesis,,,,,Un,,M8735,,Un,,M14346,,,"Malik et al., 2021",https://link.springer.com/article/10.1007/s11032-021-01240-1,Epistatic QTLs_v3.0
E01143,Triticum aestivum,Developmental traits,Days to anthesis,,,,,7A,0.55339,M10129,,7A,0.80967,M13836,,,"Malik et al., 2021",https://link.springer.com/article/10.1007/s11032-021-01240-1,Epistatic QTLs_v3.0
E01144,Triticum aestivum,Developmental traits,Days to anthesis,,,,,Un,,M5047,,Un,,M8735,,,"Malik et al., 2021",https://link.springer.com/article/10.1007/s11032-021-01240-1,Epistatic QTLs_v3.0
E01145,Triticum aestivum,Developmental traits,Days to anthesis,,,,,Un,,M15840,,Un,,M9526,,,"Malik et al., 2021",https://link.springer.com/article/10.1007/s11032-021-01240-1,Epistatic QTLs_v3.0
E01146,Triticum aestivum,Developmental traits,Days to anthesis,,,,,Un,,M15756,,Un,,M5966,,,"Malik et al., 2021",https://link.springer.com/article/10.1007/s11032-021-01240-1,Epistatic QTLs_v3.0
E01147,Triticum aestivum,Developmental traits,Days to maturity,,,,,1A,0.6644299,M9877,,1A,1.607716667,M8239,,,"Malik et al., 2021",https://link.springer.com/article/10.1007/s11032-021-01240-1,Epistatic QTLs_v3.0
E01148,Triticum aestivum,Developmental traits,Days to maturity,,,,,5A,1.14889,M3393,,5A,0.80967,M13836,,,"Malik et al., 2021",https://link.springer.com/article/10.1007/s11032-021-01240-1,Epistatic QTLs_v3.0
E01149,Triticum aestivum,Developmental traits,Days to maturity,,,,,7B,0.80967,M13836,,7B,0.55339,M10129,,,"Malik et al., 2021",https://link.springer.com/article/10.1007/s11032-021-01240-1,Epistatic QTLs_v3.0
E01150,Triticum aestivum,Developmental traits,Days to maturity,,,,,7A,0.55339,M10129,,7A,0.80967,M13836,,,"Malik et al., 2021",https://link.springer.com/article/10.1007/s11032-021-01240-1,Epistatic QTLs_v3.0
E01151,Triticum aestivum,Developmental traits,Days to maturity,,,,,7B,0.80967,M13836,,7B,1.14889,M3393,,,"Malik et al., 2021",https://link.springer.com/article/10.1007/s11032-021-01240-1,Epistatic QTLs_v3.0
E01152,Triticum aestivum,Developmental traits,Grain filling duration,,,,,2B,1.5079701,M13252,,2B,,M12889,,,"Malik et al., 2021",https://link.springer.com/article/10.1007/s11032-021-01240-1,Epistatic QTLs_v3.0
E01153,Triticum aestivum,Developmental traits,Grain filling duration,,,,,Un,,M14911,,Un,,M13159,,,"Malik et al., 2021",https://link.springer.com/article/10.1007/s11032-021-01240-1,Epistatic QTLs_v3.0
E01154,Triticum aestivum,Developmental traits,Heading date,,,,TaHd008,1B,41095790,AX-158545204,TaHd120,1B,698124968,AX-158565287,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01155,Triticum aestivum,Developmental traits,Heading date,,,,TaHd011,1B,566980275,AX-89615400,TaHd145,1B,613483581,GENE_4208_229,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01156,Triticum aestivum,Developmental traits,Heading date,,,,TaHd011,1B,566980275,AX-89615400,TaHd159,1B,712672683,Kukri_c66579_206,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01157,Triticum aestivum,Developmental traits,Heading date,,,,TaHd016,1B,671196915,AX-89537486,TaHd127,1B,555179293,BS00076169_51,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01158,Triticum aestivum,Developmental traits,Heading date,,,,TaHd032,2B,154252646,AX-158547474,TaHd150,2B,71038456,TA003528_0548,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01159,Triticum aestivum,Developmental traits,Heading date,,,,TaHd050,3B,370966100,Excalibur_c14803_1088,TaHd001,3B,6323655,Kukri_c8390_1102,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01160,Triticum aestivum,Developmental traits,Heading date,,,,TaHd056,3B,502922399,AX-158536736,TaHd050,3B,370966100,Excalibur_c14803_1088,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01161,Triticum aestivum,Developmental traits,Heading date,,,,TaHd073,4A,725662722,AX-110415935,TaHd120,4A,698124968,AX-158565287,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01162,Triticum aestivum,Developmental traits,Heading date,,,,TaHd074,4B,13427465,AX-110504460,TaHd120,4B,698124968,AX-158565287,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01163,Triticum aestivum,Developmental traits,Heading date,,,,TaHd076,4B,17091460,AX-158538813,TaHd120,4B,698124968,AX-158565287,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01164,Triticum aestivum,Developmental traits,Heading date,,,,TaHd077,4B,49936874,AX-158583100,TaHd085,4B,575908171,AX-158598920,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01165,Triticum aestivum,Developmental traits,Heading date,,,,TaHd078,4B,52833650,AX-158583105,TaHd085,4B,575908171,AX-158598920,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01166,Triticum aestivum,Developmental traits,Heading date,,,,TaHd079,4B,76127758,AX-158583099,TaHd085,4B,575908171,AX-158598920,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01167,Triticum aestivum,Developmental traits,Heading date,,,,TaHd082,4B,226851988,AX-158583101,TaHd085,4B,575908171,AX-158598920,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01168,Triticum aestivum,Developmental traits,Heading date,,,,TaHd083,4B,295048265,AX-158550351,TaHd050,4B,370966100,Excalibur_c14803_1088,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01169,Triticum aestivum,Developmental traits,Heading date,,,,TaHd083,4B,295048265,AX-158550351,TaHd131,4B,655450076,AX-158621334,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01170,Triticum aestivum,Developmental traits,Heading date,,,,TaHd101,5A,88032042,AX-110574552,TaHd120,5A,698124968,AX-158565287,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01171,Triticum aestivum,Developmental traits,Heading date,,,,TaHd120,5A,698124968,AX-158565287,TaHd026,5A,58324615,IACX1098,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01172,Triticum aestivum,Developmental traits,Heading date,,,,TaHd120,5A,698124968,AX-158565287,TaHd050,5A,370966100,Excalibur_c14803_1088,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01173,Triticum aestivum,Developmental traits,Heading date,,,,TaHd120,5A,698124968,AX-158565287,TaHd094,5A,14844440,BS00100185_51,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01174,Triticum aestivum,Developmental traits,Heading date,,,,TaHd120,5A,698124968,AX-158565287,TaHd097,5A,41427419,wsnp_Ra_rep_c69221_66574148,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01175,Triticum aestivum,Developmental traits,Heading date,,,,TaHd120,5A,698124968,AX-158565287,TaHd102,5A,117495484,GENE_3500_336,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01176,Triticum aestivum,Developmental traits,Heading date,,,,TaHd120,5A,698124968,AX-158565287,TaHd106,5A,304460984,BS00062996_51,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01177,Triticum aestivum,Developmental traits,Heading date,,,,TaHd120,5A,698124968,AX-158565287,TaHd107,5A,393918811,RAC875_c12507_531,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01178,Triticum aestivum,Developmental traits,Heading date,,,,TaHd120,5A,698124968,AX-158565287,TaHd130,5A,646230623,AX-158621280,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01179,Triticum aestivum,Developmental traits,Heading date,,,,TaHd120,5A,698124968,AX-158565287,TaHd133,5A,94339848,wsnp_Ra_c17541_26430903,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01180,Triticum aestivum,Developmental traits,Heading date,,,,TaHd129,5B,587071168,AX-111486916,TaHd077,5B,49936874,AX-158583100,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01181,Triticum aestivum,Developmental traits,Heading date,,,,TaHd129,5B,587071168,AX-111486916,TaHd078,5B,52833650,AX-158583105,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01182,Triticum aestivum,Developmental traits,Heading date,,,,TaHd129,5B,587071168,AX-111486916,TaHd079,5B,76127758,AX-158583099,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01183,Triticum aestivum,Developmental traits,Heading date,,,,TaHd139,5D,558242589,BS00003995_51,TaHd102,5D,117495484,GENE_3500_336,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01184,Triticum aestivum,Developmental traits,Heading date,,,,TaHd146,6B,23619520,AX-158589441,TaHd050,6B,370966100,Excalibur_c14803_1088,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01185,Triticum aestivum,Developmental traits,Heading date,,,,TaHd177,7D,73548381,AX-111073271,TaHd165,7D,585066140,wsnp_Ra_rep_c105182_89171305,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01186,Triticum aestivum,Developmental traits,Heading date,,,,TaHd015,1B,654714930,AX-158544963,TaHd104,1B,158247085,wsnp_BE444644A_Ta_2_1,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01187,Triticum aestivum,Developmental traits,Heading date,,,,TaHd029,2B,89552907,AX-158597419,TaHd098,2B,41427501,Ra_c69221_1167,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01188,Triticum aestivum,Developmental traits,Heading date,,,,TaHd005,1A,549425883,AX-158569194,TaHd098,1A,41427501,Ra_c69221_1167,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01189,Triticum aestivum,Developmental traits,Heading date,,,,TaHd015,1B,654714930,AX-158544963,TaHd098,1B,41427501,Ra_c69221_1167,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01190,Triticum aestivum,Developmental traits,Heading date,,,,TaHd005,1A,549425883,AX-158569194,TaHd104,1A,158247085,wsnp_BE444644A_Ta_2_1,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01191,Triticum aestivum,Developmental traits,Heading date,,,,TaHd013,1B,639071657,AX-158544962,TaHd104,1B,158247085,wsnp_BE444644A_Ta_2_1,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01192,Triticum aestivum,Developmental traits,Heading date,,,,TaHd033,2B,683029170,BS00016650_51,TaHd047,2B,720436430,Ra_c4373_453,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01193,Triticum aestivum,Developmental traits,Heading date,,,,TaHd033,2B,683029170,BS00016650_51,TaHd007,2B,6867216,BS00066271_51,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01194,Triticum aestivum,Developmental traits,Heading date,,,,TaHd028,2B,79248172,AX-158547347,TaHd098,2B,41427501,Ra_c69221_1167,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01195,Triticum aestivum,Developmental traits,Heading date,,,,TaHd075,4B,14396083,AX-158618765,TaHd104,4B,158247085,wsnp_BE444644A_Ta_2_1,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01196,Triticum aestivum,Developmental traits,Heading date,,,,TaHd027,2B,63781688,AX-89718064,TaHd098,2B,41427501,Ra_c69221_1167,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01197,Triticum aestivum,Developmental traits,Heading date,,,,TaHd013,1B,639071657,AX-158544962,TaHd082,1B,226851953,AX-158583101,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01198,Triticum aestivum,Developmental traits,Heading date,,,,TaHd009,1B,44933639,Excalibur_c95656_129,TaHd098,1B,41427501,Ra_c69221_1167,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01199,Triticum aestivum,Developmental traits,Heading date,,,,TaHd075,4B,14396083,AX-158618765,TaHd098,4B,41427501,Ra_c69221_1167,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01200,Triticum aestivum,Developmental traits,Heading date,,,,TaHd013,1B,639071657,AX-158544962,TaHd098,1B,41427501,Ra_c69221_1167,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01201,Triticum aestivum,Developmental traits,Heading date,,,,TaHd027,2B,63781688,AX-89718064,TaHd104,2B,158247085,wsnp_BE444644A_Ta_2_1,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01202,Triticum aestivum,Developmental traits,Heading date,,,,TaHd098,5A,41427501,Ra_c69221_1167,TaHd010,5A,530481020,wsnp_BG606586B_Ta_2_13,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01203,Triticum aestivum,Developmental traits,Heading date,,,,TaHd013,1B,639071657,AX-158544962,TaHd033,1B,683029170,BS00016650_51,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01204,Triticum aestivum,Developmental traits,Heading date,,,,TaHd029,2B,89552907,AX-158597419,TaHd102,2B,117495535,GENE_3500_336,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01205,Triticum aestivum,Developmental traits,Heading date,,,,TaHd013,1B,639071657,AX-158544962,TaHd079,1B,76127793,AX-158583099,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01206,Triticum aestivum,Developmental traits,Heading date,,,,TaHd170,7A,722573912,BS00061911_51,TaHd098,7A,41427501,Ra_c69221_1167,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01207,Triticum aestivum,Developmental traits,Heading date,,,,TaHd127,5B,555179343,BS00076169_51,TaHd098,5B,41427501,Ra_c69221_1167,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01208,Triticum aestivum,Developmental traits,Heading date,,,,TaHd007,1B,6867216,BS00066271_51,TaHd098,1B,41427501,Ra_c69221_1167,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01209,Triticum aestivum,Developmental traits,Heading date,,,,TaHd028,2B,79248172,AX-158547347,TaHd104,2B,158247085,wsnp_BE444644A_Ta_2_1,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01210,Triticum aestivum,Developmental traits,Heading date,,,,TaHd160,6D,402872625,AX-110612307,TaHd023,6D,764103038,AX-158596231,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01211,Triticum aestivum,Developmental traits,Heading date,,,,TaHd104,5A,158247085,wsnp_BE444644A_Ta_2_1,TaHd010,5A,530481020,wsnp_BG606586B_Ta_2_13,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01212,Triticum aestivum,Developmental traits,Heading date,,,,TaHd135,5D,307085234,AX-158587070,TaHd098,5D,41427501,Ra_c69221_1167,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01213,Triticum aestivum,Developmental traits,Heading date,,,,TaHd048,3A,724058885,AX-158523630,TaHd098,3A,41427501,Ra_c69221_1167,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01214,Triticum aestivum,Developmental traits,Heading date,,,,TaHd116,5A,619687804,AX-158542764,TaHd098,5A,41427501,Ra_c69221_1167,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01215,Triticum aestivum,Developmental traits,Heading date,,,,TaHd015,1B,654714930,AX-158544963,TaHd033,1B,683029170,BS00016650_51,,,"Benaouda et al., 2022",https://link.springer.com/article/10.1007/s00122-022-04152-6,Epistatic QTLs_v3.0
E01216,Triticum aestivum,Developmental traits,Days to anthesis,,,,QDa.ccsu-1A.1,1A,32.3,gwm0558,QDa.ccsu-5A.2,5A,48.5,wPt-8226,,,"Gahlot et al., 2017",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0182857,Epistatic QTLs_v3.0
E01217,Triticum aestivum,Developmental traits,Days to anthesis,,,,QDa.ccsu-1A.2,1A,39.7,wPt-6455,QDa.ccsu-3B.2,3B,39.8,gwm0383,,,"Gahlot et al., 2017",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0182857,Epistatic QTLs_v3.0
