gene_id,chromosome,genome,start,end,n_homoeolog_partners,retention_class,gc_content
TraesCS5D02G136500,5D,D,217296362,217299189,2,triad,51.2
TraesCS5D02G136600,5D,D,217323856,217326586,1,partial,56.46
TraesCS5D02G136700,5D,D,217330837,217334601,2,triad,50.79
TraesCS5D02G136800,5D,D,217421412,217424707,2,triad,44.36
TraesCS5D02G136900,5D,D,217649392,217657212,2,triad,40.96
TraesCS5D02G137000,5D,D,217754929,217756816,2,triad,61.02
TraesCS5D02G137100,5D,D,218051693,218055671,2,triad,44.28
TraesCS5D02G137200,5D,D,218186743,218191285,2,triad,56.28
TraesCS5D02G137300,5D,D,218259758,218261569,2,triad,61.09
TraesCS5D02G137400,5D,D,218557426,218561076,2,triad,45.91
TraesCS5D02G137500,5D,D,218561171,218562297,2,triad,48.45
TraesCS5D02G137600,5D,D,218564529,218565493,2,triad,52.33
TraesCS5D02G137700,5D,D,218568448,218569998,2,triad,64.8
TraesCS5D02G137800,5D,D,218693497,218695352,2,triad,63.25
TraesCS5D02G137900,5D,D,218938260,218939464,2,triad,53.94
TraesCS5D02G138000,5D,D,219524026,219526571,2,triad,51.92
TraesCS5D02G138100,5D,D,220097246,220099302,2,triad,61.89
TraesCS5D02G138200,5D,D,220186480,220193422,2,triad,47.0
TraesCS5D02G138300,5D,D,220194970,220204765,2,triad,44.21
TraesCS5D02G138400,5D,D,220460563,220463290,2,triad,65.21
TraesCS5D02G138500,5D,D,220676392,220710136,2,triad,47.64
TraesCS5D02G138700,5D,D,220754227,220755842,0,singleton,52.66
TraesCS5D02G138800,5D,D,221007037,221012985,2,triad,41.54
TraesCS5D02G138900,5D,D,221146466,221150587,2,triad,43.52
TraesCS5D02G139000,5D,D,221310848,221315012,2,triad,40.89
TraesCS5D02G139100,5D,D,221475742,221480177,2,triad,42.36
TraesCS5D02G139200,5D,D,221587370,221591887,2,triad,43.78
TraesCS5D02G139300,5D,D,221879103,221882526,2,triad,48.36
TraesCS5D02G139400,5D,D,222419558,222429880,2,triad,43.01
TraesCS5D02G139500,5D,D,222434226,222436364,2,triad,64.75
TraesCS5D02G139600,5D,D,222737713,222740742,2,triad,58.35
TraesCS5D02G139700,5D,D,223229427,223232332,2,triad,49.79
TraesCS5D02G139800,5D,D,223297127,223302645,2,triad,41.49
TraesCS5D02G139900,5D,D,223516603,223519872,2,triad,49.08
TraesCS5D02G140000,5D,D,223648195,223651972,2,triad,44.18
TraesCS5D02G140200,5D,D,223887585,223889509,2,triad,45.25
TraesCS5D02G140300,5D,D,223889269,223895235,2,triad,44.06
TraesCS5D02G140400,5D,D,223955756,223961791,2,triad,41.57
TraesCS5D02G140500,5D,D,223991758,223992655,1,partial,43.65
TraesCS5D02G140600,5D,D,224313206,224316322,2,triad,64.23
TraesCS5D02G140700,5D,D,224325320,224328774,2,triad,54.38
TraesCS5D02G140800,5D,D,224350841,224352008,2,triad,58.05
TraesCS5D02G140900,5D,D,224760012,224761795,2,triad,63.4
TraesCS5D02G141000,5D,D,224869609,224873145,2,triad,49.11
TraesCS5D02G141100,5D,D,224941459,224944119,2,triad,43.27
TraesCS5D02G141200,5D,D,224946636,224950905,2,triad,44.73
TraesCS5D02G141300,5D,D,225245032,225260448,2,triad,41.58
TraesCS5D02G141400,5D,D,225581642,225584961,2,triad,41.75
TraesCS5D02G141500,5D,D,225860156,225860506,0,singleton,72.08
TraesCS5D02G141600,5D,D,226939574,226942436,2,triad,57.88
TraesCS5D02G141700,5D,D,227544458,227546969,2,triad,33.76
TraesCS5D02G141800,5D,D,227703274,227705102,2,triad,56.1
TraesCS5D02G141900,5D,D,227736852,227737403,0,singleton,66.12
TraesCS5D02G142100,5D,D,228059336,228064668,2,triad,43.01
TraesCS5D02G142200,5D,D,228067825,228071823,2,triad,45.79
TraesCS5D02G142300,5D,D,228248642,228263676,2,triad,46.28
TraesCS5D02G142400,5D,D,228509273,228511031,0,singleton,45.99
TraesCS5D02G142500,5D,D,228551354,228554011,1,partial,47.52
TraesCS5D02G142600,5D,D,228553750,228560481,2,triad,40.88
TraesCS5D02G142700,5D,D,228645349,228645891,0,singleton,60.77
TraesCS5D02G142800,5D,D,228773455,228776961,2,triad,46.19
TraesCS5D02G142900,5D,D,228776875,228783185,2,triad,44.57
TraesCS5D02G143000,5D,D,228958526,228960514,2,triad,54.15
TraesCS5D02G143100,5D,D,229141248,229142756,2,triad,68.65
TraesCS5D02G143200,5D,D,229145805,229147439,2,triad,67.95
TraesCS5D02G143300,5D,D,229151604,229154019,2,triad,50.33
TraesCS5D02G143500,5D,D,229184032,229189712,2,triad,48.62
TraesCS5D02G143400,5D,D,229184032,229188225,1,partial,48.9
TraesCS5D02G143608,5D,D,229351223,229352281,1,partial,73.75
TraesCS5D02G143600,5D,D,229353024,229364417,2,triad,42.53
TraesCS5D02G143700,5D,D,230016300,230019195,1,partial,41.89
TraesCS5D02G143800,5D,D,230023297,230029006,2,triad,47.85
TraesCS5D02G143900,5D,D,230042239,230043407,2,triad,54.75
TraesCS5D02G144000,5D,D,230368987,230370699,0,singleton,55.28
TraesCS5D02G144100,5D,D,230393650,230394130,1,partial,61.54
TraesCS5D02G144200,5D,D,230413142,230421384,2,triad,39.52
TraesCS5D02G144300,5D,D,230505037,230507387,2,triad,50.23
TraesCS5D02G144400,5D,D,231225954,231228720,2,triad,42.14
TraesCS5D02G144500,5D,D,231321532,231322494,2,triad,63.45
TraesCS5D02G144600,5D,D,231322867,231326126,2,triad,41.01
TraesCS5D02G144700,5D,D,231330076,231331208,2,triad,46.87
TraesCS5D02G144800,5D,D,231350992,231353762,2,triad,48.5
TraesCS5D02G144900,5D,D,231569235,231569687,1,partial,65.34
TraesCS5D02G145000,5D,D,231735227,231742094,2,triad,41.93
TraesCS5D02G145100,5D,D,231743581,231750603,2,triad,46.83
TraesCS5D02G145200,5D,D,231788218,231788565,2,triad,64.66
TraesCS5D02G145300,5D,D,232011275,232011630,2,triad,65.73
TraesCS5D02G145400,5D,D,232135797,232137209,2,triad,52.37
TraesCS5D02G145500,5D,D,232137840,232142257,2,triad,44.16
TraesCS5D02G145600,5D,D,232402168,232403701,2,triad,49.41
TraesCS5D02G145700,5D,D,232417252,232418414,2,triad,46.6
TraesCS5D02G145800,5D,D,232453697,232455753,2,triad,52.8
TraesCS5D02G145900,5D,D,232597554,232599720,2,triad,45.64
TraesCS5D02G146000,5D,D,232618251,232621862,2,triad,49.31
TraesCS5D02G146100,5D,D,232848029,232850045,2,triad,54.64
TraesCS5D02G146200,5D,D,233017071,233019613,2,triad,50.49
TraesCS5D02G146300,5D,D,233020150,233021787,2,triad,48.05
TraesCS5D02G146400,5D,D,233035135,233038207,2,triad,45.36
TraesCS5D02G146500,5D,D,233043329,233049292,2,triad,46.28
TraesCS5D02G146600,5D,D,233154482,233158761,2,triad,43.27
ENSRNA050009505,5D,D,233158908,233158991,0,singleton,57.14
TraesCS5D02G146800,5D,D,233409888,233412066,2,triad,47.41
TraesCS5D02G146900,5D,D,233413114,233413797,1,partial,72.08
TraesCS5D02G147000,5D,D,233487845,233489519,1,partial,44.84
TraesCS5D02G147100,5D,D,233505326,233508520,2,triad,43.24
TraesCS5D02G147200,5D,D,233688543,233689229,2,triad,72.78
TraesCS5D02G147300,5D,D,233735967,233737891,2,triad,39.9
TraesCS5D02G147400,5D,D,233741377,233743026,2,triad,59.52
TraesCS5D02G147500,5D,D,233747445,233749099,2,triad,53.35
TraesCS5D02G147600,5D,D,233968156,233972965,2,triad,43.58
TraesCS5D02G147700,5D,D,234053806,234060300,2,triad,43.19
TraesCS5D02G147800,5D,D,234063027,234067270,2,triad,43.63
TraesCS5D02G147900,5D,D,234142900,234147224,2,triad,39.79
TraesCS5D02G148000,5D,D,234820984,234824022,2,triad,62.75
TraesCS5D02G148100,5D,D,234845781,234851290,2,triad,43.01
TraesCS5D02G148200,5D,D,235864096,235865091,0,singleton,45.08
TraesCS5D02G148300,5D,D,235909198,235911914,0,singleton,38.17
TraesCS5D02G148400,5D,D,236412574,236447701,2,triad,45.66
TraesCS5D02G148500,5D,D,236448935,236450252,1,partial,47.27
TraesCS5D02G148600,5D,D,236660861,236664435,2,triad,54.29
TraesCS5D02G148700,5D,D,237574847,237577465,2,triad,47.8
TraesCS5D02G148800,5D,D,238066017,238067741,0,singleton,54.84
TraesCS5D02G148900,5D,D,238072948,238074652,2,triad,55.84
TraesCS5D02G149000,5D,D,238117587,238121285,2,triad,41.77
TraesCS5D02G149100,5D,D,238148166,238150536,2,triad,44.83
TraesCS5D02G149200,5D,D,238172984,238179211,2,triad,46.05
TraesCS5D02G149300,5D,D,238179578,238186326,1,partial,47.13
TraesCS5D02G149400,5D,D,238382921,238383656,2,triad,59.78
TraesCS5D02G149500,5D,D,238546449,238550454,2,triad,50.42
TraesCS5D02G149600,5D,D,238556283,238557875,2,triad,57.38
TraesCS5D02G149700,5D,D,238583566,238587004,2,triad,43.62
TraesCS5D02G149800,5D,D,238668836,238670707,2,triad,60.95
TraesCS5D02G149900,5D,D,238704475,238709590,2,triad,40.75
TraesCS5D02G150000,5D,D,238710757,238712733,2,triad,41.88
TraesCS5D02G150100,5D,D,238778031,238783442,1,partial,50.63
TraesCS5D02G150200,5D,D,238901351,238909460,2,triad,43.28
TraesCS5D02G150300,5D,D,238949910,238950143,1,partial,61.97
TraesCS5D02G150400,5D,D,239273199,239276936,1,partial,40.74
TraesCS5D02G150500,5D,D,239277408,239281850,1,partial,47.4
TraesCS5D02G150600,5D,D,239581287,239586130,2,triad,44.08
TraesCS5D02G150700,5D,D,239938611,239942596,2,triad,40.69
TraesCS5D02G150800,5D,D,240081735,240082085,0,singleton,66.1
TraesCS5D02G150900,5D,D,240082414,240091858,2,triad,43.84
TraesCS5D02G151000,5D,D,240132741,240132869,0,singleton,35.66
TraesCS5D02G151100,5D,D,240497733,240500442,2,triad,47.27
TraesCS5D02G151200,5D,D,240501905,240503132,2,triad,64.33
TraesCS5D02G151300,5D,D,240507189,240511300,2,triad,45.77
TraesCS5D02G151400,5D,D,240511553,240516883,2,triad,46.61
TraesCS5D02G151600,5D,D,240841584,240842159,2,triad,72.74
TraesCS5D02G151700,5D,D,240846045,240850523,2,triad,43.87
TraesCS5D02G151800,5D,D,240850674,240853139,2,triad,40.75
TraesCS5D02G151900,5D,D,241020315,241024215,2,triad,43.14
TraesCS5D02G152000,5D,D,241111938,241114665,2,triad,51.28
TraesCS5D02G152100,5D,D,241244371,241251912,2,triad,41.97
TraesCS5D02G152200,5D,D,241265218,241269922,2,triad,39.0
TraesCS5D02G152300,5D,D,241271550,241274350,2,triad,46.7
TraesCS5D02G152400,5D,D,241275707,241277708,2,triad,52.4
TraesCS5D02G152500,5D,D,241357806,241360317,2,triad,43.43
TraesCS5D02G152700,5D,D,241664922,241669308,2,triad,47.05
TraesCS5D02G152800,5D,D,241834806,241838345,2,triad,48.84
TraesCS5D02G152900,5D,D,241841229,241844014,2,triad,52.8
TraesCS5D02G153000,5D,D,241844378,241847470,2,triad,45.43
TraesCS5D02G153100,5D,D,241844746,241845045,1,partial,43.33
TraesCS5D02G153200,5D,D,241944225,241950241,2,triad,43.43
TraesCS5D02G153400,5D,D,241952747,241954436,2,triad,49.11
TraesCS5D02G153500,5D,D,242013140,242014686,2,triad,63.22
TraesCS5D02G153600,5D,D,242016282,242021461,2,triad,41.33
TraesCS5D02G153700,5D,D,242118753,242124647,1,partial,39.76
TraesCS5D02G153800,5D,D,242356551,242359441,2,triad,53.41
TraesCS5D02G153900,5D,D,242360516,242365403,2,triad,45.15
TraesCS5D02G154000,5D,D,242367330,242373041,2,triad,41.53
TraesCS5D02G154200,5D,D,242569619,242581319,2,triad,43.83
TraesCS5D02G154300,5D,D,242622161,242625561,2,triad,44.46
TraesCS5D02G154400,5D,D,242623090,242643157,2,triad,40.85
TraesCS5D02G154500,5D,D,242645408,242647170,2,triad,63.81
TraesCS5D02G154600,5D,D,242847524,242849233,2,triad,63.86
TraesCS5D02G154700,5D,D,242855617,242859282,2,triad,47.71
TraesCS5D02G154800,5D,D,242964867,242966198,2,triad,55.41
TraesCS5D02G154900,5D,D,242972467,242973918,2,triad,73.35
TraesCS5D02G155000,5D,D,243219857,243220966,2,triad,65.86
TraesCS5D02G155100,5D,D,243313425,243316934,2,triad,44.5
TraesCS5D02G155200,5D,D,243807176,243809119,2,triad,56.17
TraesCS5D02G155300,5D,D,243817759,243821208,0,singleton,36.75
TraesCS5D02G155400,5D,D,243832602,243834668,2,triad,51.81
TraesCS5D02G155500,5D,D,243834020,243834447,2,triad,55.84
TraesCS5D02G155600,5D,D,243879497,243882197,2,triad,64.83
TraesCS5D02G155700,5D,D,243993957,243997189,1,partial,42.44
TraesCS5D02G155800,5D,D,244107744,244110597,2,triad,52.98
TraesCS5D02G155900,5D,D,244206256,244210172,2,triad,47.46
TraesCS5D02G156000,5D,D,244365919,244369096,2,triad,48.84
TraesCS5D02G156100,5D,D,244369378,244376322,2,triad,42.29
TraesCS5D02G156200,5D,D,244412521,244413612,0,singleton,41.39
TraesCS5D02G156300,5D,D,244617698,244621924,2,triad,44.71
TraesCS5D02G156400,5D,D,244622558,244624642,2,triad,41.49
TraesCS5D02G156500,5D,D,244624837,244628696,2,triad,51.97
TraesCS5D02G156600,5D,D,244625119,244626270,1,partial,64.58
TraesCS5D02G156700,5D,D,244632387,244633356,2,triad,65.98
TraesCS5D02G156800,5D,D,244640761,244641441,2,triad,75.04
TraesCS5D02G156900,5D,D,244643970,244646626,2,triad,44.07
TraesCS5D02G157000,5D,D,244701198,244705125,2,triad,42.97
TraesCS5D02G157100,5D,D,244705234,244706367,2,triad,47.88
TraesCS5D02G157200,5D,D,244706763,244712043,2,triad,49.1
TraesCS5D02G157300,5D,D,245186631,245189747,2,triad,48.8
TraesCS5D02G157400,5D,D,245198452,245199603,2,triad,53.39
TraesCS5D02G157500,5D,D,245202848,245205777,2,triad,43.41
TraesCS5D02G157600,5D,D,245377113,245379653,2,triad,46.67
TraesCS5D02G157700,5D,D,245716385,245718869,0,singleton,40.66
TraesCS5D02G157800,5D,D,245766728,245773250,2,triad,44.7
ENSRNA050009626,5D,D,245775154,245775225,0,singleton,56.94
TraesCS5D02G157900,5D,D,246004744,246008713,2,triad,46.07
TraesCS5D02G158000,5D,D,246009268,246011525,2,triad,39.15
TraesCS5D02G158100,5D,D,246011920,246013493,2,triad,51.72
ENSRNA050018856,5D,D,246224562,246224723,0,singleton,55.56
TraesCS5D02G158200,5D,D,246296401,246299404,2,triad,46.64
TraesCS5D02G158300,5D,D,246303005,246304806,2,triad,48.89
TraesCS5D02G158400,5D,D,246342480,246344429,2,triad,47.18
TraesCS5D02G158500,5D,D,246653344,246658523,2,triad,50.91
ENSRNA050009624,5D,D,246672089,246672162,0,singleton,56.76
TraesCS5D02G158600,5D,D,246673727,246677055,2,triad,44.61
TraesCS5D02G158700,5D,D,246766028,246766861,2,triad,62.47
TraesCS5D02G158800,5D,D,246770475,246781489,2,triad,42.23
TraesCS5D02G158900,5D,D,247071240,247078095,2,triad,50.64
TraesCS5D02G159000,5D,D,247072650,247075618,2,triad,50.0
TraesCS5D02G159100,5D,D,247610358,247613753,2,triad,46.05
TraesCS5D02G159200,5D,D,247614664,247617735,2,triad,49.45
TraesCS5D02G159300,5D,D,247752263,247754140,1,partial,42.71
TraesCS5D02G159400,5D,D,247756305,247757753,1,partial,38.65
TraesCS5D02G159500,5D,D,249086452,249087618,2,triad,51.67
TraesCS5D02G159600,5D,D,249257223,249259238,2,triad,47.37
TraesCS5D02G159700,5D,D,249523409,249527498,2,triad,47.07
TraesCS5D02G159800,5D,D,249530507,249532884,2,triad,44.41
TraesCS5D02G159900,5D,D,249788685,249794186,2,triad,51.67
TraesCS5D02G160000,5D,D,249912081,249913697,0,singleton,67.41
TraesCS5D02G160100,5D,D,249919388,249928427,2,triad,41.98
TraesCS5D02G160200,5D,D,249980887,249981762,2,triad,59.13
TraesCS5D02G160300,5D,D,250061407,250066699,0,singleton,45.46
TraesCS5D02G160400,5D,D,250067295,250072316,2,triad,47.27
TraesCS5D02G160500,5D,D,250072673,250075968,2,triad,47.85
TraesCS5D02G160600,5D,D,250406288,250409639,2,triad,46.84
TraesCS5D02G160700,5D,D,250415238,250419520,2,triad,44.52
TraesCS5D02G160900,5D,D,250600303,250602498,2,triad,69.67
TraesCS5D02G161000,5D,D,251063289,251065090,2,triad,48.83
TraesCS5D02G161100,5D,D,251303537,251312830,0,singleton,44.72
TraesCS5D02G161200,5D,D,251420067,251427047,0,singleton,41.03
TraesCS5D02G161300,5D,D,251936578,251937684,0,singleton,51.4
TraesCS5D02G161400,5D,D,251954573,251956377,2,triad,49.42
TraesCS5D02G161500,5D,D,251958935,251962911,2,triad,40.66
TraesCS5D02G161600,5D,D,252217067,252219611,2,triad,45.23
TraesCS5D02G161800,5D,D,252614248,252620696,2,triad,44.05
TraesCS5D02G161900,5D,D,252620858,252628302,2,triad,42.43
TraesCS5D02G162000,5D,D,253177869,253179294,2,triad,55.61
TraesCS5D02G162100,5D,D,253179894,253182955,2,triad,40.63
TraesCS5D02G162200,5D,D,253182868,253186168,2,triad,42.44
TraesCS5D02G162300,5D,D,253199807,253202357,2,triad,46.81
TraesCS5D02G162400,5D,D,253378529,253387286,2,triad,43.51
TraesCS5D02G162500,5D,D,253542531,253549644,2,triad,41.49
TraesCS5D02G162600,5D,D,254023305,254024410,2,triad,54.61
TraesCS5D02G162700,5D,D,254428776,254429660,1,partial,52.54
TraesCS5D02G162800,5D,D,254518879,254519840,2,triad,58.0
TraesCS5D02G162900,5D,D,254529342,254531854,1,partial,39.91
TraesCS5D02G163000,5D,D,254571464,254576698,2,triad,49.29
TraesCS5D02G163100,5D,D,254586311,254588865,2,triad,51.15
TraesCS5D02G163200,5D,D,254826869,254830086,2,triad,60.22
TraesCS5D02G163300,5D,D,254830036,254832686,2,triad,49.15
TraesCS5D02G163400,5D,D,254833258,254837041,2,triad,40.8
TraesCS5D02G163500,5D,D,254838088,254853843,2,triad,44.77
TraesCS5D02G163600,5D,D,255072533,255082572,2,triad,40.25
TraesCS5D02G163700,5D,D,255364325,255379764,2,triad,43.78
TraesCS5D02G163800,5D,D,255474989,255475492,2,triad,55.56
TraesCS5D02G163900,5D,D,255496732,255507788,2,triad,44.31
ENSRNA050009622,5D,D,255507782,255507854,0,singleton,58.9
ENSRNA050009621,5D,D,255560891,255560963,0,singleton,60.27
ENSRNA050015633,5D,D,255564131,255564243,0,singleton,52.21
ENSRNA050015634,5D,D,255564439,255564548,0,singleton,53.64
TraesCS5D02G164000,5D,D,255575313,255579380,2,triad,41.96
TraesCS5D02G164100,5D,D,255595014,255596758,2,triad,51.12
TraesCS5D02G164200,5D,D,255684571,255689437,2,triad,42.7
TraesCS5D02G164300,5D,D,255689607,255696942,1,partial,40.49
TraesCS5D02G164400,5D,D,255701855,255708266,2,triad,41.05
TraesCS5D02G164500,5D,D,255942689,255948489,2,triad,38.98
TraesCS5D02G164600,5D,D,255988124,255989934,2,triad,63.28
TraesCS5D02G164700,5D,D,256456732,256462001,2,triad,39.7
TraesCS5D02G164800,5D,D,256465680,256483644,2,triad,45.2
TraesCS5D02G164900,5D,D,256498539,256498959,0,singleton,41.33
TraesCS5D02G165000,5D,D,256699987,256700800,2,triad,47.54
TraesCS5D02G165100,5D,D,256723512,256724973,2,triad,58.34
TraesCS5D02G165200,5D,D,256729339,256734857,2,triad,43.02
TraesCS5D02G165300,5D,D,256736445,256752949,2,triad,45.63
TraesCS5D02G165400,5D,D,257122649,257125616,2,triad,66.85
TraesCS5D02G165500,5D,D,257132723,257135468,2,triad,52.84
TraesCS5D02G165600,5D,D,257157784,257158185,1,partial,62.19
TraesCS5D02G165700,5D,D,257161424,257167536,2,triad,43.27
TraesCS5D02G165800,5D,D,257500181,257510723,2,triad,44.09
TraesCS5D02G165900,5D,D,257693663,257695660,2,triad,64.96
ENSRNA050009619,5D,D,257744808,257744879,0,singleton,58.33
TraesCS5D02G166000,5D,D,258250076,258257688,2,triad,42.87
TraesCS5D02G166100,5D,D,258258862,258261378,2,triad,42.55
TraesCS5D02G166200,5D,D,258639405,258647175,2,triad,39.96
TraesCS5D02G166300,5D,D,258832075,258834088,2,triad,58.44
TraesCS5D02G166400,5D,D,259233864,259236422,2,triad,66.98
TraesCS5D02G166500,5D,D,259523805,259546938,2,triad,39.72
TraesCS5D02G166600,5D,D,260098950,260105338,2,triad,41.92
TraesCS5D02G166700,5D,D,260106384,260108071,2,triad,61.73
TraesCS5D02G166800,5D,D,260109569,260113442,2,triad,42.51
TraesCS5D02G166900,5D,D,260377361,260381705,2,triad,42.46
TraesCS5D02G167000,5D,D,260488529,260493414,2,triad,44.39
TraesCS5D02G167100,5D,D,260494153,260494680,0,singleton,56.82
TraesCS5D02G167200,5D,D,260672171,260680592,0,singleton,48.44
TraesCS5D02G167300,5D,D,260688146,260689237,0,singleton,41.48
TraesCS5D02G167400,5D,D,260789108,260792518,2,triad,42.01
ENSRNA050009618,5D,D,260792730,260792802,0,singleton,58.9
TraesCS5D02G167500,5D,D,260793227,260803412,2,triad,42.69
TraesCS5D02G167600,5D,D,261385308,261393773,2,triad,44.51
TraesCS5D02G167700,5D,D,261986277,261993419,2,triad,42.95
TraesCS5D02G167800,5D,D,262669478,262679713,2,triad,41.33
TraesCS5D02G167900,5D,D,262835068,262838988,2,triad,46.09
TraesCS5D02G168000,5D,D,262838385,262842844,2,triad,52.96
TraesCS5D02G168100,5D,D,263138167,263144167,2,triad,41.48
TraesCS5D02G168200,5D,D,263154690,263158518,2,triad,42.67
TraesCS5D02G168300,5D,D,263447007,263447183,1,partial,40.11
TraesCS5D02G168400,5D,D,264016891,264019408,2,triad,52.46
TraesCS5D02G168500,5D,D,264363937,264364865,2,triad,57.48
TraesCS5D02G168600,5D,D,264368697,264373220,2,triad,42.18
TraesCS5D02G168700,5D,D,264490971,264498031,2,triad,40.36
TraesCS5D02G168790,5D,D,264621765,264640542,2,triad,51.01
TraesCS5D02G168800,5D,D,264629370,264630045,0,singleton,77.96
TraesCS5D02G168900,5D,D,264795190,264796706,2,triad,59.33
TraesCS5D02G169000,5D,D,264917215,264927751,2,triad,47.68
TraesCS5D02G169100,5D,D,265540795,265545022,2,triad,46.97
TraesCS5D02G169200,5D,D,265544014,265545883,2,triad,45.56
TraesCS5D02G169300,5D,D,265548104,265558441,2,triad,42.46
TraesCS5D02G169500,5D,D,265960820,265970085,2,triad,38.39
TraesCS5D02G169600,5D,D,266085742,266086801,0,singleton,51.04
TraesCS5D02G169800,5D,D,266173005,266176346,2,triad,45.15
TraesCS5D02G169900,5D,D,266325112,266326079,2,triad,51.96
TraesCS5D02G170000,5D,D,266748203,266750632,1,partial,47.98
TraesCS5D02G170100,5D,D,266751990,266769489,2,triad,43.05
TraesCS5D02G170200,5D,D,267072583,267072870,1,partial,55.9
TraesCS5D02G170300,5D,D,267074913,267084220,2,triad,44.84
TraesCS5D02G170400,5D,D,267079783,267083153,1,partial,41.86
TraesCS5D02G170500,5D,D,267235857,267238530,2,triad,54.75
TraesCS5D02G170600,5D,D,267614331,267618600,2,triad,41.31
TraesCS5D02G170700,5D,D,267762539,267764201,2,triad,60.55
TraesCS5D02G170800,5D,D,267818617,267826518,2,triad,39.56
TraesCS5D02G170900,5D,D,267844985,267855460,2,triad,38.86
TraesCS5D02G171000,5D,D,268340454,268344460,2,triad,35.48
TraesCS5D02G171100,5D,D,268478018,268483727,2,triad,44.41
