Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Triticum aestivum homoeologue gene stable ID	Triticum aestivum homoeologue chromosome/scaffold name	Triticum aestivum homoeologue chromosome/scaffold start (bp)	Triticum aestivum homoeologue chromosome/scaffold end (bp)	Triticum aestivum homoeology confidence [0 low, 1 high]
TraesCS5D02G454000	5D	501149911	501153222	TraesCS5B02G451200	5B	622628358	622630953	1
TraesCS5D02G454000	5D	501149911	501153222	TraesCS5A02G446200	5A	626084116	626089018	1
TraesCS5D02G016900	5D	9548029	9548910	TraesCS5A02G012000	5A	7679511	7680674	1
TraesCS5D02G016900	5D	9548029	9548910	TraesCS5B02G009900	5B	9539104	9539973	1
TraesCS4A02G382800	4A	660877079	660877991	TraesCS7D02G079500	7D	46852938	46856287	1
TraesCS2B02G577000	2B	765557784	765563206	TraesCS2D02G547300	2D	623787597	623792222	1
TraesCS2B02G577000	2B	765557784	765563206	TraesCS2A02G546000	2A	755058248	755061833	1
TraesCS5D02G547200	5D	555446470	555456784	TraesCS5B02G540000	5B	695547894	695553339	1
TraesCS5A02G269300	5A	480172711	480176594	TraesCS5D02G277500	5D	379572500	379576523	1
TraesCS5A02G269300	5A	480172711	480176594	TraesCS5B02G269600	5B	455505981	455510178	1
TraesCS5D02G160500	5D	250072673	250075968	TraesCS5A02G155400	5A	333418857	333422405	1
TraesCS5D02G160500	5D	250072673	250075968	TraesCS5B02G153700	5B	283020279	283023472	1
TraesCS1D02G325000	1D	417366373	417367571	TraesCS1B02G336900	1B	563996095	563997859	1
TraesCS1D02G325000	1D	417366373	417367571	TraesCS1A02G323700	1A	514537317	514538874	1
TraesCS5A02G065700	5A	71459225	71462765	TraesCS2D02G072700	2D	30467520	30471160	1
TraesCS2A02G398100	2A	651610703	651615103	TraesCS2B02G416200	2B	594847693	594852286	1
TraesCS2A02G398100	2A	651610703	651615103	TraesCS2D02G395800	2D	506793444	506797738	1
TraesCS3A02G439400	3A	682360468	682365779	TraesCS3D02G432200	3D	545969106	545973497	1
TraesCS3A02G439400	3A	682360468	682365779	TraesCS3B02G473300	3B	722475647	722480010	1
TraesCS4B02G072400	4B	67771306	67773203	TraesCS4A02G242700	4A	552698424	552700420	1
TraesCS4B02G072400	4B	67771306	67773203	TraesCS4D02G071200	4D	46290974	46293134	1
TraesCS1D02G407900	1D	470570073	470571036					
TraesCS5B02G317400	5B	501463683	501465435	TraesCS5A02G316800	5A	527903794	527906086	1
TraesCS5B02G317400	5B	501463683	501465435	TraesCS5D02G323100	5D	415271679	415273527	1
TraesCS2B02G030700	2B	14045642	14051486	TraesCS2A02G022100	2A	10596264	10602559	1
TraesCS2B02G030700	2B	14045642	14051486	TraesCS2D02G022900	2D	10331769	10337663	1
TraesCS2D02G062100	2D	26350464	26355862	TraesCS2B02G037300	2B	17464732	17466477	0
TraesCS2D02G062100	2D	26350464	26355862	TraesCS2A02G063900	2A	28664916	28666734	1
TraesCS6A02G045400	6A	23440870	23445029	TraesCS6D02G050700	6D	24355255	24356940	0
TraesCS6A02G045400	6A	23440870	23445029	TraesCS6B02G060100	6B	39754794	39757863	1
TraesCS6A02G045400	6A	23440870	23445029	TraesCS6D02G050500	6D	24332807	24339994	0
TraesCS6A02G045400	6A	23440870	23445029	TraesCS6D02G051000	6D	24390504	24405043	0
TraesCS6A02G045400	6A	23440870	23445029	TraesCS6D02G051200	6D	24430338	24432340	1
TraesCS6A02G045400	6A	23440870	23445029	TraesCS6D02G050800	6D	24360241	24366220	0
TraesCS2D02G517000	2D	607986836	607997092	TraesCS2B02G543700	2B	741212130	741218771	1
TraesCS2D02G517000	2D	607986836	607997092	TraesCS2B02G543800	2B	741241659	741248415	1
TraesCS2D02G517000	2D	607986836	607997092	TraesCS2A02G515300	2A	739481077	739491052	1
TraesCS5D02G187800	5D	289497073	289497288	TraesCS7A02G433500	7A	627014357	627014572	1
TraesCS5D02G187800	5D	289497073	289497288	TraesCS7A02G433400	7A	626993092	626993328	1
TraesCS5D02G187800	5D	289497073	289497288	TraesCS7A02G433200	7A	626924267	626924473	1
TraesCS5D02G187800	5D	289497073	289497288	TraesCS7B02G333800	7B	588879217	588879432	0
TraesCS5D02G187800	5D	289497073	289497288	TraesCS1B02G238500	1B	426497810	426498025	0
TraesCS3A02G471400	3A	703006598	703015920	TraesCS3B02G514500	3B	757279776	757281102	1
TraesCS3A02G471400	3A	703006598	703015920	TraesCS3D02G467100	3D	570270967	570272518	1
TraesCS7D02G531100	7D	625512682	625526542	TraesCS7A02G544700	7A	721093026	721106211	1
TraesCS7D02G531100	7D	625512682	625526542	TraesCS7B02G468100	7B	725371861	725386003	1
TraesCS3B02G092400	3B	61552988	61555381	TraesCS3A02G077600	3A	49973825	49976190	1
TraesCS3B02G092400	3B	61552988	61555381	TraesCS3D02G078200	3D	38742119	38744595	1
TraesCS1B02G344900	1B	573079598	573080914	TraesCS1A02G330900	1A	519872272	519873680	1
TraesCS1B02G344900	1B	573079598	573080914	TraesCS1D02G333500	1D	423670382	423671434	1
TraesCS1A02G398500	1A	563686386	563687850	TraesCS1D02G406100	1D	470077061	470079123	1
TraesCS1A02G398500	1A	563686386	563687850	TraesCS1B02G426400	1B	652459242	652461255	1
TraesCS7A02G525900	7A	708138548	708146427	TraesCS7D02G514700	7D	615478837	615486659	1
TraesCS7A02G525900	7A	708138548	708146427	TraesCS7B02G443500	7B	708110436	708118407	1
TraesCS6A02G233600	6A	441438192	441438611					
TraesCS2D02G442400	2D	552880831	552881400					
TraesCS1A02G088800	1A	77096838	77099287					
TraesCS1A02G340200	1A	530511919	530515502	TraesCS1B02G352500	1B	583394833	583398510	1
TraesCS1A02G340200	1A	530511919	530515502	TraesCS1D02G342200	1D	431955239	431958794	1
TraesCS3D02G147100	3D	111898862	111900010	TraesCS3B02G164600	3B	162521427	162522702	1
TraesCS3D02G147100	3D	111898862	111900010	TraesCS3A02G140000	3A	118587495	118588381	1
TraesCS4B02G150400	4B	234915366	234944329	TraesCS4D02G157800	4D	217999654	218023972	1
TraesCS4B02G150400	4B	234915366	234944329	TraesCS4A02G165500	4A	390874809	390911142	1
TraesCS6D02G333800	6D	436073808	436077481	TraesCS6A02G351100	6A	582997854	583001667	1
TraesCS1D02G282300	1D	379784212	379787113	TraesCS1A02G283100	1A	480808720	480811836	1
TraesCS1D02G282300	1D	379784212	379787113	TraesCS1B02G292200	1B	509562873	509565885	1
TraesCS2D02G474100	2D	577341410	577347196	TraesCS2A02G474400	2A	715421725	715427741	1
TraesCS2D02G474100	2D	577341410	577347196	TraesCS2B02G497900	2B	694420113	694426360	1
TraesCS2D02G474100	2D	577341410	577347196	TraesCS2B02G498000	2B	694440854	694447076	1
TraesCS3A02G235400	3A	438810157	438811760	TraesCS3B02G264500	3B	423496313	423497770	1
TraesCS5D02G118600	5D	159251623	159297658	TraesCS5A02G121200	5A	261910729	261913737	0
TraesCS5D02G118600	5D	159251623	159297658	TraesCS5B02G116600	5B	201286577	201287665	1
TraesCS3D02G203900	3D	254097479	254119912	TraesCS3A02G201200	3A	335458735	335483740	1
TraesCS3D02G203900	3D	254097479	254119912	TraesCS3B02G224700	3B	305521463	305544970	1
TraesCS1D02G350200	1D	436095693	436098722	TraesCS1B02G361500	1B	589919273	589921169	1
TraesCS6B02G122300	6B	117541183	117541650					
TraesCS6B02G006300	6B	4486484	4487876					
TraesCS7D02G266700	7D	249485355	249485834	TraesCS7B02G164100	7B	226441315	226441782	1
TraesCS7D02G266700	7D	249485355	249485834	TraesCS7A02G268200	7A	271723601	271724071	1
TraesCS2B02G119200	2B	85320654	85325523	TraesCS2A02G102100	2A	55172843	55177658	1
TraesCS2B02G119200	2B	85320654	85325523	TraesCS2D02G101500	2D	54670944	54677910	1
TraesCS6B02G082700	6B	59302184	59305409	TraesCS6D02G040000	6D	16368906	16370297	1
TraesCS6B02G082700	6B	59302184	59305409	TraesCS6A02G034400	6A	16628906	16630388	1
TraesCS1B02G321900	1B	546272483	546277976	TraesCS1D02G310100	1D	406126590	406130847	1
TraesCS1B02G321900	1B	546272483	546277976	TraesCS3A02G212300	3A	382356163	382361202	1
TraesCS1B02G321900	1B	546272483	546277976	TraesCS1A02G310600	1A	501035064	501039351	1
TraesCS3A02G494100	3A	720231158	720232060					
TraesCS2D02G070300	2D	29530893	29533478	TraesCS2A02G071500	2A	31833874	31836668	1
TraesCS2D02G070300	2D	29530893	29533478	TraesCS2B02G085500	2B	47641762	47644300	1
TraesCS2D02G070300	2D	29530893	29533478	TraesCS2B02G085300	2B	47541670	47544035	1
TraesCS4A02G468600	4A	730498317	730498777					
TraesCS1D02G317000	1D	412024900	412028296	TraesCS1B02G329400	1B	555297868	555301162	1
TraesCS1D02G317000	1D	412024900	412028296	TraesCS1A02G317000	1A	508554720	508558232	1
TraesCS1B02G125600	1B	152764926	152769201					
TraesCS6D02G245800	6D	348028901	348030843	TraesCS6A02G269100	6A	495463848	495465714	1
TraesCS6D02G245800	6D	348028901	348030843	TraesCS6B02G296400	6B	532150706	532152010	1
TraesCS1B02G170500	1B	302510792	302519159	TraesCS1D02G153400	1D	212717380	212720452	1
TraesCS1B02G170500	1B	302510792	302519159	TraesCS1A02G154500	1A	269567621	269575789	1
TraesCS3A02G266200	3A	490617949	490627653	TraesCS3B02G299500	3B	480372526	480380070	1
TraesCS3A02G266200	3A	490617949	490627653	TraesCS3D02G266300	3D	369409743	369417492	1
TraesCS5D02G230300	5D	337301390	337305745	TraesCS5A02G222500	5A	438471500	438475911	1
TraesCS5D02G230300	5D	337301390	337305745	TraesCS5B02G221600	5B	395921495	395925997	1
TraesCS1A02G383900	1A	554102512	554106196	TraesCS1B02G410600	1B	637397220	637400237	1
TraesCS1A02G383900	1A	554102512	554106196	TraesCS1D02G392100	1D	462334077	462337272	1
TraesCS6B02G011400	6B	6789213	6790062	TraesCS6D02G008500	6D	3459498	3460459	1
TraesCS6B02G011400	6B	6789213	6790062	TraesCS6A02G005800	6A	2232270	2234509	1
TraesCS5D02G069400	5D	66758537	66764723	TraesCS5A02G058500	5A	57367522	57373677	1
TraesCS5D02G069400	5D	66758537	66764723	TraesCS5B02G058400	5B	64258039	64263103	1
TraesCS2D02G204200	2D	155973385	155973723	TraesCS2A02G196100	2A	166062860	166063849	1
TraesCS2D02G204200	2D	155973385	155973723	TraesCS2B02G223800	2B	213998344	213999362	1
TraesCS3B02G358500	3B	571262025	571262314					
TraesCS7A02G128100	7A	82153398	82156575	TraesCS7D02G126900	7D	79359915	79376169	1
TraesCS7A02G128100	7A	82153398	82156575	TraesCS7B02G027900	7B	26652678	26653898	1
TraesCS5A02G307300	5A	519945096	519955708	TraesCS5D02G314200	5D	408964450	408973967	1
TraesCS5A02G307300	5A	519945096	519955708	TraesCS5B02G307700	5B	490853516	490863315	1
TraesCS6B02G218000	6B	300241264	300242573	TraesCS6A02G186400	6A	221554154	221554882	1
TraesCS6B02G218000	6B	300241264	300242573	TraesCS6D02G173500	6D	162125876	162126607	1
TraesCS2B02G170800	2B	144020899	144022626	TraesCS2D02G149900	2D	92736571	92737837	1
TraesCS2A02G226600	2A	235354142	235356834					
TraesCS7A02G338700	7A	495571716	495573933	TraesCS7B02G250000	7B	461239097	461241556	1
TraesCS7A02G338700	7A	495571716	495573933	TraesCS7D02G345900	7D	444373869	444376646	1
TraesCS4A02G024800	4A	17098347	17098601					
TraesCS2D02G039400	2D	14394564	14396714	TraesCS2B02G053500	2B	26290861	26293065	1
TraesCS2D02G039400	2D	14394564	14396714	TraesCS2A02G041000	2A	16667522	16668352	1
TraesCS7D02G462700	7D	578064577	578066242	TraesCS7B02G377100	7B	641805844	641807414	1
TraesCS7D02G462700	7D	578064577	578066242	TraesCS7A02G475200	7A	670264521	670265594	0
TraesCS4A02G025100	4A	17259134	17262469	TraesCS4D02G277500	4D	449730871	449734379	1
TraesCS4A02G025100	4A	17259134	17262469	TraesCS4B02G279000	4B	562354948	562358494	1
TraesCS2A02G482400	2A	718935574	718940889	TraesCS2B02G508900	2B	705042951	705048119	1
TraesCS2A02G482400	2A	718935574	718940889	TraesCS2D02G482500	2D	584799573	584804705	1
TraesCS6B02G194300	6B	229204707	229207504	TraesCS6A02G166900	6A	170011073	170014026	1
TraesCS6B02G194300	6B	229204707	229207504	TraesCS6D02G155400	6D	131686426	131689357	1
TraesCSU02G055800	Un	43258430	43261315					
TraesCS7B02G055400	7B	58788325	58792149	TraesCS7A02G151400	7A	105360727	105364602	1
TraesCS7B02G055400	7B	58788325	58792149	TraesCS7D02G153300	7D	101614274	101618338	1
TraesCS5A02G360700	5A	562116476	562116955	TraesCS5B02G363400	5B	542330772	542331558	1
TraesCS1D02G056100	1D	37213715	37221769	TraesCS1A02G055400	1A	36561933	36569908	1
TraesCS1D02G056100	1D	37213715	37221769	TraesCS1B02G072200	1B	56994218	57003660	1
TraesCS5B02G340300	5B	524581700	524581984					
TraesCS7A02G293400	7A	374534063	374566326	TraesCS7D02G289300	7D	330808371	330840695	1
TraesCS7A02G293400	7A	374534063	374566326	TraesCS7B02G185700	7B	304102323	304125691	1
TraesCS1A02G253600	1A	445508701	445525019	TraesCS1D02G253200	1D	345405605	345411146	1
TraesCS1A02G253600	1A	445508701	445525019	TraesCS1B02G264600	1B	465378842	465386193	1
TraesCS5A02G544300	5A	699761269	699765902					
TraesCS7D02G356700	7D	459872026	459873869	TraesCS7A02G365700	7A	539651668	539653883	1
TraesCS7D02G356700	7D	459872026	459873869	TraesCS7B02G261700	7B	482174329	482176296	1
TraesCS7A02G535300	7A	713102668	713103914	TraesCS7B02G453100	7B	714457237	714458299	1
TraesCS2B02G462500	2B	656227876	656243308	TraesCS2D02G440700	2D	550666433	550673078	1
TraesCS2B02G462500	2B	656227876	656243308	TraesCS2D02G440200	2D	549918421	549933051	1
TraesCS6A02G352500	6A	584954642	584954989	TraesCS6D02G335200	6D	436762608	436762952	1
TraesCS6A02G352500	6A	584954642	584954989	TraesCS6B02G385300	6B	660251962	660252312	1
TraesCS4A02G429400	4A	700417693	700422474	TraesCS7D02G054500	7D	29264513	29268870	1
TraesCS5B02G386600	5B	565904696	565907780	TraesCS2D02G579700	2D	642016906	642018131	1
TraesCS5B02G386600	5B	565904696	565907780	TraesCS2A02G235600	2A	294767416	294768643	1
TraesCS1D02G226900	1D	315541113	315544056	TraesCS1B02G238900	1B	427208267	427211226	1
TraesCS1D02G226900	1D	315541113	315544056	TraesCS1A02G225700	1A	396105135	396108083	1
TraesCS2D02G499600	2D	594544069	594547255	TraesCS2A02G499500	2A	729166608	729169677	1
TraesCS1B02G358700	1B	588229632	588231772	TraesCS1D02G347200	1D	434321541	434322938	1
TraesCS1B02G358700	1B	588229632	588231772	TraesCS1A02G344500	1A	532456944	532459014	0
TraesCS3B02G401600	3B	636245036	636269418	TraesCS3A02G369700	3A	620606949	620624699	1
TraesCS3B02G401600	3B	636245036	636269418	TraesCS3D02G362700	3D	477012816	477027398	1
TraesCS3A02G348400	3A	597184234	597184854	TraesCS3D02G342000	3D	454903995	454904615	1
TraesCS3A02G348400	3A	597184234	597184854	TraesCS3B02G380300	3B	597816092	597816980	1
TraesCS6A02G294700	6A	528919763	528923228					
TraesCS1D02G376700	1D	453199514	453200733	TraesCS1B02G389800	1B	623679499	623680818	1
TraesCS1D02G376700	1D	453199514	453200733	TraesCS1A02G370600	1A	547886643	547887899	1
TraesCS2B02G493400	2B	691005789	691012988	TraesCS2D02G470600	2D	574902719	574908510	1
TraesCS2A02G192700	2A	160844223	160848718	TraesCS2D02G194700	2D	140304763	140310017	1
TraesCS2A02G192700	2A	160844223	160848718	TraesCS2B02G214700	2B	199761814	199765811	1
TraesCS2A02G535900	2A	750424658	750425232	TraesCS2D02G537300	2D	619312349	619312594	1
TraesCS7D02G272400	7D	262697998	262699038	TraesCS7B02G169900	7B	241107493	241108633	1
TraesCS7D02G272400	7D	262697998	262699038	TraesCS7A02G272100	7A	285575609	285576769	1
TraesCS5B02G052800	5B	57516132	57516305					
TraesCS1D02G069600	1D	50290239	50291961	TraesCS1A02G068200	1A	49516730	49518411	1
TraesCS1D02G069600	1D	50290239	50291961	TraesCS1B02G086700	1B	74244080	74245605	1
TraesCS2B02G031900	2B	14950636	14952585	TraesCS2D02G024100	2D	10748558	10750844	1
TraesCS2B02G031900	2B	14950636	14952585	TraesCS2A02G022800	2A	11023818	11025703	1
TraesCS6D02G387500	6D	464430319	464433100	TraesCS1A02G323600	1A	514135811	514138662	0
TraesCS1B02G010600	1B	5003864	5004817	TraesCS1D02G001300	1D	339837	340811	1
TraesCS4A02G164500	4A	380144415	380148176	TraesCS1D02G073800	1D	55208757	55212161	1
TraesCS4A02G164500	4A	380144415	380148176	TraesCS1B02G089900	1B	90710074	90713901	1
TraesCS7B02G408100	7B	677429225	677430324					
TraesCS3B02G049100	3B	24911564	24944677	TraesCS3A02G034300	3A	19342872	19374762	1
TraesCS3B02G049100	3B	24911564	24944677	TraesCS3D02G045200	3D	17345461	17377766	1
TraesCS3D02G076000	3D	36824370	36824627	TraesCS3A02G075900	3A	47047692	47048463	1
TraesCS3D02G076000	3D	36824370	36824627	TraesCS3B02G114500	3B	80657266	80657565	0
TraesCS7D02G492700	7D	601229644	601230527	TraesCS7A02G505100	7A	692940676	692940897	1
TraesCS7D02G492700	7D	601229644	601230527	TraesCS7B02G412600	7B	680273353	680273574	1
TraesCS1B02G379200	1B	611926954	611930729					
TraesCS3D02G063300	3D	27939449	27940594	TraesCS3A02G063300	3A	37832051	37833202	1
TraesCS3D02G063300	3D	27939449	27940594	TraesCS3B02G075900	3B	46787309	46788448	1
TraesCS4A02G153300	4A	309511057	309511422	TraesCS5D02G425200	5D	483806079	483808875	0
TraesCS4D02G022200	4D	9337707	9338027					
TraesCS4A02G382200	4A	660452036	660453417					
TraesCS6A02G140200	6A	115026869	115030943	TraesCS6D02G128800	6D	93636674	93640887	1
TraesCS6A02G140200	6A	115026869	115030943	TraesCS6B02G168700	6B	179365391	179369771	1
TraesCS5D02G492800	5D	525761222	525762216	TraesCS5A02G479200	5A	652064346	652065544	1
TraesCS5D02G492800	5D	525761222	525762216	TraesCS5B02G492100	5B	660186256	660187417	1
TraesCS5D02G492800	5D	525761222	525762216	TraesCS5B02G492300	5B	660209563	660210671	1
TraesCS4A02G386600	4A	664228565	664230835					
TraesCS6D02G087600	6D	52819671	52827566	TraesCS6A02G096500	6A	63768507	63776350	1
TraesCS6D02G087600	6D	52819671	52827566	TraesCS6B02G124900	6B	119973785	119986001	1
TraesCS4A02G009700	4A	5811873	5813246	TraesCS4D02G293600	4D	464238179	464239606	1
TraesCS4A02G009700	4A	5811873	5813246	TraesCS4B02G294800	4B	580526738	580528418	1
TraesCS5D02G313000	5D	408536800	408537221	TraesCS5A02G306000	5A	514426188	514428850	1
TraesCS5D02G313000	5D	408536800	408537221	TraesCS5B02G306400	5B	490079672	490082572	1
TraesCS6B02G041800	6B	25806405	25820957	TraesCS3A02G009300	3A	8549930	8550907	0
TraesCS6D02G128000	6D	91845759	91849285	TraesCS6B02G167700	6B	176280418	176283903	1
TraesCS6D02G128000	6D	91845759	91849285	TraesCS6A02G139200	6A	111563377	111567144	1
TraesCS3B02G400000	3B	631433376	631437298	TraesCS3D02G361300	3D	474817694	474821914	1
TraesCS3B02G400000	3B	631433376	631437298	TraesCS3A02G368400	3A	617298802	617303818	1
TraesCS2A02G251800	2A	382807166	382811070	TraesCS2B02G271700	2B	373301321	373305756	1
TraesCS2A02G251800	2A	382807166	382811070	TraesCS2D02G252600	2D	304640756	304644667	1
TraesCS6B02G424100	6B	693934628	693939159	TraesCS6D02G369600	6D	456407475	456411995	1
TraesCS6B02G424100	6B	693934628	693939159	TraesCS6A02G385000	6A	603091205	603095476	1
TraesCS6B02G424100	6B	693934628	693939159	TraesCS6A02G384900	6A	603080652	603085053	1
TraesCS1D02G301300	1D	398979924	398983175					
TraesCS1A02G015500	1A	8291349	8292883	TraesCS1D02G013400	1D	6786398	6787884	1
TraesCS1A02G015500	1A	8291349	8292883	TraesCS1B02G018800	1B	8917761	8918856	1
TraesCS3B02G563600	3B	796545123	796548067	TraesCS3A02G499900	3A	724634072	724636308	1
TraesCS3B02G563600	3B	796545123	796548067	TraesCS3D02G506600	3D	593345514	593348574	1
TraesCS3D02G418000	3D	529776240	529797096	TraesCS3B02G458100	3B	700365865	700391559	1
TraesCS3D02G418000	3D	529776240	529797096	TraesCS3A02G422800	3A	663579033	663599409	1
TraesCS2A02G107000	2A	59322641	59323999	TraesCS2B02G123900	2B	91835047	91838422	1
TraesCS2A02G107000	2A	59322641	59323999	TraesCS2D02G106800	2D	59005695	59009533	1
TraesCS1D02G158700	1D	224139401	224142371	TraesCS1A02G161900	1A	290554420	290556043	1
TraesCS1D02G158700	1D	224139401	224142371	TraesCS1B02G178500	1B	323634391	323636091	1
TraesCS3A02G500300	3A	724747238	724748344	TraesCS3D02G507300	3D	593769126	593770231	1
TraesCS4D02G306500	4D	474855347	474860724	TraesCS4A02G408600	4A	681360654	681365520	1
TraesCS4A02G492100	4A	741420789	741423180					
TraesCS1A02G296700	1A	491985816	491990923	TraesCS1B02G305700	1B	529207955	529212220	1
TraesCS1A02G296700	1A	491985816	491990923	TraesCS1D02G294700	1D	393771014	393774761	1
TraesCS2B02G424000	2B	610017094	610021945	TraesCS2A02G406300	2A	661940034	661946037	1
TraesCS2B02G424000	2B	610017094	610021945	TraesCS2D02G403200	2D	518070289	518075164	1
TraesCS3B02G501900	3B	745609062	745611735	TraesCS3A02G460900	3A	697012037	697014526	1
TraesCS3B02G501900	3B	745609062	745611735	TraesCS3D02G454200	3D	560941271	560943779	1
TraesCS6B02G310000	6B	555340930	555343625	TraesCS6D02G262000	6D	370041425	370044182	1
TraesCS6B02G310000	6B	555340930	555343625	TraesCS6A02G281300	6A	511038367	511041545	1
TraesCS3A02G207500	3A	365360618	365364644	TraesCS3D02G208000	3D	274628012	274631758	1
TraesCS3A02G207500	3A	365360618	365364644	TraesCS3D02G207800	3D	274416175	274419333	1
TraesCS3A02G207500	3A	365360618	365364644	TraesCS3B02G234700	3B	367448786	367452473	1
TraesCS6A02G286500	6A	518777534	518780593	TraesCS6B02G315500	6B	563335001	563337942	1
TraesCS6A02G286500	6A	518777534	518780593	TraesCS6D02G267200	6D	377331933	377334723	1
TraesCS4B02G285500	4B	568878782	568880077	TraesCS4A02G018400	4A	11987704	11988999	1
TraesCS4B02G285500	4B	568878782	568880077	TraesCS4D02G284500	4D	455699289	455700434	1
TraesCS2D02G166100	2D	110060755	110064451	TraesCS2A02G159000	2A	105633882	105637873	1
TraesCS2D02G166100	2D	110060755	110064451	TraesCS2B02G184600	2B	159485810	159488511	1
TraesCS1D02G384900	1D	458481669	458483132	TraesCS1B02G398700	1B	629937849	629938874	1
TraesCS1D02G384900	1D	458481669	458483132	TraesCS1A02G377900	1A	550967927	550969339	1
TraesCS2A02G399800	2A	652862723	652863268					
TraesCS2B02G500200	2B	695692974	695693871	TraesCS2A02G476900	2A	716393725	716394662	1
TraesCS2B02G500200	2B	695692974	695693871	TraesCS2A02G477000	2A	716424774	716425730	1
TraesCS2B02G500200	2B	695692974	695693871	TraesCS2A02G476600	2A	716252979	716253696	1
